customer_id,recency,frequency,monetary,total_quantity,category_diversity,avg_order_value,segment,segment_description
567,7,22,1886.6200000000001,24,6,85.75545454545455,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
568,24,7,397.57,7,4,56.79571428571428,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
569,45,3,219.70999999999998,3,3,73.23666666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
570,1,28,3891.74,36,6,138.9907142857143,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
571,126,1,82.14,1,1,82.14,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
572,97,3,123.15,4,2,41.050000000000004,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
573,2,6,896.47,7,4,149.41166666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
574,169,2,75.22,2,2,37.61,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
575,64,2,110.63999999999999,2,1,55.31999999999999,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
576,118,2,82.75999999999999,3,2,41.379999999999995,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
577,1,13,1183.35,13,5,91.02692307692307,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
578,57,1,52.34,1,1,52.34,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
579,158,5,617.0699999999999,5,4,123.41399999999999,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
580,1,16,1323.3799999999999,19,6,82.71124999999999,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
582,61,1,38.94,1,1,38.94,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
583,27,3,180.88,3,2,60.29333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
584,2,19,2170.96,24,5,114.26105263157895,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
586,2,11,1071.71,13,5,97.42818181818183,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
587,2,37,4519.33,61,6,122.14405405405405,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
588,3,15,1319.17,18,6,87.94466666666668,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
589,0,14,2222.0299999999997,15,5,158.71642857142857,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
590,2,17,1098.61,19,5,64.62411764705882,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
591,2,7,572.38,8,5,81.76857142857143,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
593,0,12,808.89,14,5,67.4075,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
594,3,25,2769.5,29,6,110.78,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
595,40,3,127.99,3,2,42.663333333333334,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
596,71,6,328.85,8,4,54.80833333333334,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
597,85,2,88.28999999999999,2,2,44.144999999999996,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
598,1,21,2964.1200000000003,24,5,141.14857142857144,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
599,0,19,1251.28,21,6,65.85684210526315,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
600,2,26,2633.71,42,6,101.29653846153846,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
601,20,7,428.08,9,3,61.15428571428571,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
602,0,8,528.17,11,4,66.02125,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
603,4,15,703.63,17,5,46.90866666666667,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
604,0,49,4560.0599999999995,79,6,93.06244897959182,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
605,5,16,1371.67,18,4,85.729375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
606,69,3,211.26,4,2,70.42,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
607,1,12,825.6,15,5,68.8,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
608,1,14,2263.6,16,4,161.68571428571428,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
609,150,3,62.63,3,2,20.87666666666667,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
610,20,2,103.49000000000001,2,2,51.745000000000005,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
611,5,20,1458.59,29,6,72.92949999999999,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
612,107,6,482.9,7,4,80.48333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
613,75,5,358.76,5,2,71.752,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
614,0,34,4310.98,51,6,126.7935294117647,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
615,104,2,115.91,2,2,57.955,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
617,0,31,3690.39,47,6,119.04483870967742,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
618,0,16,1207.74,16,6,75.48375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
619,21,2,93.52,3,2,46.76,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
620,169,3,80.93,5,1,26.97666666666667,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
621,6,8,389.34000000000003,9,5,48.667500000000004,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
622,6,13,992.62,15,4,76.35538461538462,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
623,6,16,1017.3399999999999,18,6,63.583749999999995,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
624,34,3,209.25,4,2,69.75,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
625,220,5,411.13,5,4,82.226,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
626,4,18,1398.16,20,5,77.67555555555556,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
627,52,4,163.55,4,2,40.8875,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
628,43,3,234.42000000000002,3,2,78.14,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
629,0,26,4119.89,36,6,158.4573076923077,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
630,0,13,710.64,16,4,54.66461538461538,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
631,69,4,353.56,5,4,88.39,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
632,14,1,19.95,2,1,19.95,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
633,32,4,291.58,5,3,72.895,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
634,220,2,617.45,2,1,308.725,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
635,2,21,1739.0,23,6,82.80952380952381,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
636,6,6,435.49,6,5,72.58166666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
637,43,3,62.85,4,2,20.95,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
638,1,21,1462.82,22,5,69.65809523809523,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
639,3,10,755.11,11,5,75.511,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
640,2,17,1796.9499999999998,21,6,105.70294117647057,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
641,1,42,4806.11,60,6,114.43119047619047,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
642,4,7,450.46,8,2,64.35142857142857,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
643,4,15,1719.08,18,6,114.60533333333333,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
644,2,15,1422.83,18,6,94.85533333333333,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
645,1,12,1345.81,13,5,112.15083333333332,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
647,48,2,81.57,3,2,40.785,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
648,238,2,127.34,2,2,63.67,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
649,0,8,314.51,9,5,39.31375,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
650,0,4,297.3,4,3,74.325,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
651,0,18,1586.81,24,6,88.1561111111111,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
652,38,4,268.96,4,3,67.24,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
653,81,3,122.47,3,3,40.82333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
654,208,4,117.07000000000001,5,3,29.267500000000002,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
655,33,6,649.44,7,4,108.24000000000001,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
656,2,9,533.51,10,5,59.278888888888886,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
657,1,18,1230.92,23,5,68.38444444444445,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
658,1,10,701.51,10,6,70.151,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
659,2,5,500.13,6,4,100.026,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
660,7,4,189.65,4,2,47.4125,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
661,0,6,976.7900000000001,6,3,162.79833333333335,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
662,178,2,101.35999999999999,3,1,50.67999999999999,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
663,34,7,598.14,8,4,85.44857142857143,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
664,9,10,758.38,12,5,75.838,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
665,5,24,1697.92,27,6,70.74666666666667,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
666,6,10,1227.6,10,6,122.75999999999999,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
667,3,14,1435.73,17,5,102.55214285714285,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
668,3,19,954.1999999999999,21,5,50.22105263157894,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
669,0,16,1708.19,18,5,106.761875,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
670,2,10,885.81,12,4,88.58099999999999,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
671,5,14,861.3100000000001,16,5,61.52214285714286,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
672,63,3,308.48,4,2,102.82666666666667,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
673,0,43,3368.9,59,6,78.34651162790698,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
674,45,3,173.66,4,3,57.88666666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
675,219,5,244.39,5,3,48.878,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
676,300,1,116.25,1,1,116.25,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
677,0,16,1838.32,18,5,114.895,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
678,7,13,652.53,16,5,50.19461538461538,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
679,54,1,56.34,1,1,56.34,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
681,2,1,68.15,1,1,68.15,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
682,5,10,737.16,10,6,73.716,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
683,1,16,874.09,20,5,54.630625,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
684,57,2,113.36,2,2,56.68,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
685,265,1,92.52,1,1,92.52,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
686,56,3,104.4,3,2,34.800000000000004,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
687,0,2,734.6,4,2,367.3,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
688,5,17,1341.64,19,5,78.92,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
689,46,10,572.13,14,5,57.213,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
690,4,19,1845.59,29,6,97.13631578947368,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
691,0,6,339.8,6,4,56.63333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
692,65,5,275.02,5,3,55.004,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
693,119,3,414.53999999999996,3,3,138.17999999999998,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
694,3,10,1110.82,12,6,111.082,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
695,2,19,1319.11,20,6,69.42684210526315,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
696,5,3,414.0,4,3,138.0,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
697,2,13,702.79,16,5,54.060769230769225,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
698,35,6,582.47,7,5,97.07833333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
699,2,11,878.63,12,5,79.87545454545455,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
700,114,2,86.13000000000001,2,2,43.065000000000005,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
701,48,4,159.74,4,3,39.935,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
702,0,37,4262.51,60,6,115.20297297297297,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
703,8,11,730.78,14,4,66.43454545454546,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
704,2,15,1210.51,19,5,80.70066666666666,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
705,8,19,2454.82,30,6,129.20105263157896,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
707,5,24,1491.28,25,6,62.13666666666666,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
708,0,2,111.87,2,2,55.935,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
709,4,15,923.51,16,5,61.56733333333333,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
710,32,3,179.62,3,2,59.873333333333335,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
711,126,2,141.59,3,1,70.795,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
712,224,5,322.56,6,4,64.512,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
713,95,5,101.76,5,4,20.352,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
714,222,3,308.97,3,2,102.99000000000001,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
715,15,8,819.18,10,4,102.3975,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
717,149,1,64.71,1,1,64.71,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
718,119,2,45.94,3,2,22.97,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
719,7,11,848.38,13,5,77.12545454545455,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
720,23,8,595.27,9,4,74.40875,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
721,114,2,153.14,2,2,76.57,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
722,12,8,411.14,8,4,51.3925,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
723,1,20,1999.73,26,6,99.9865,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
724,48,7,907.2,7,4,129.6,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
725,9,3,127.42,3,3,42.473333333333336,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
726,211,4,152.67000000000002,4,3,38.167500000000004,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
727,18,5,688.7900000000001,6,3,137.758,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
728,98,7,338.88,8,4,48.41142857142857,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
729,2,12,1619.71,14,5,134.97583333333333,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
730,0,22,2343.96,27,5,106.54363636363637,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
731,3,16,1276.87,19,5,79.804375,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
733,63,6,142.89,6,4,23.814999999999998,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
734,26,5,242.23,6,2,48.446,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
735,1,12,1613.38,13,6,134.44833333333335,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
736,52,2,348.2,2,2,174.1,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
737,6,11,483.98,11,5,43.99818181818182,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
738,261,2,175.49,2,1,87.745,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
739,211,2,178.53,3,1,89.265,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
740,2,14,1870.41,15,6,133.6007142857143,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
742,10,5,1303.8600000000001,8,4,260.77200000000005,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
743,178,2,1369.85,3,1,684.925,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
744,173,4,187.82,6,3,46.955,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
745,4,18,1478.6,22,5,82.14444444444445,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
747,11,16,842.89,16,5,52.680625,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
748,61,4,433.6,4,2,108.4,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
749,76,1,18.23,1,1,18.23,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
750,27,5,672.9,5,4,134.57999999999998,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
751,2,15,579.12,15,5,38.608,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
752,2,4,109.83,4,3,27.4575,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
753,272,3,393.08,3,3,131.02666666666667,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
754,10,14,825.35,16,5,58.95357142857143,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
755,4,9,470.05,9,4,52.22777777777778,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
757,41,3,143.38,3,3,47.79333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
758,221,2,65.87,2,2,32.935,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
759,220,1,72.2,1,1,72.2,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
760,356,1,254.72,1,1,254.72,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
761,0,17,1248.1399999999999,18,6,73.41999999999999,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
762,20,17,1209.77,17,5,71.16294117647058,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
763,22,8,363.87,10,3,45.48375,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
764,47,5,749.4599999999999,5,4,149.892,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
765,0,32,4872.969999999999,55,6,152.28031249999998,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
766,89,8,528.92,8,5,66.115,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
767,133,3,109.16,3,3,36.38666666666666,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
768,71,4,340.74,6,3,85.185,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
769,4,12,859.94,16,5,71.66166666666668,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
771,4,9,567.4,9,6,63.044444444444444,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
772,228,1,85.54,1,1,85.54,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
773,9,5,282.34,6,3,56.467999999999996,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
774,8,8,1673.77,11,4,209.22125,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
775,52,5,1079.35,7,3,215.86999999999998,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
776,3,6,339.81,7,4,56.635,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
777,2,11,927.02,16,5,84.27454545454545,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
778,238,1,93.67,1,1,93.67,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
779,58,2,254.26,3,2,127.13,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
780,3,6,150.0,7,4,25.0,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
781,217,2,10.0,2,2,5.0,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
782,113,4,920.9499999999999,6,3,230.23749999999998,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
783,0,26,2177.7400000000002,35,6,83.75923076923078,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
784,1,17,1669.92,17,6,98.23058823529412,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
785,3,20,971.4100000000001,23,5,48.5705,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
787,40,6,363.90999999999997,6,4,60.651666666666664,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
788,53,3,252.81,3,2,84.27,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
789,279,2,37.07,2,1,18.535,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
790,167,2,162.88,3,1,81.44,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
791,1,14,748.55,17,5,53.46785714285714,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
792,107,3,119.27,3,3,39.75666666666667,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
793,147,4,482.01,4,4,120.5025,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
794,73,1,128.5,1,1,128.5,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
795,0,15,957.4,21,5,63.82666666666667,0,"VIP Customers: High value, frequent, recent buyers. Focus on retention and premium offerings."
796,91,2,630.0,2,2,315.0,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
797,7,1,6.86,1,1,6.86,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
798,162,3,287.5,3,3,95.83333333333333,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
799,91,1,9.69,1,1,9.69,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
800,118,2,502.46999999999997,2,2,251.23499999999999,1,Moderate Customers: Average engagement level. Consider targeted promotions to increase activity.
